,时间,开盘,收盘,最高,最低,成交量,成交额,最新价
743,2023-11-01 03:22:00,0.0,350.88,350.92,350.82,76820,26954374.0,348.991
744,2023-11-01 03:23:00,0.0,350.91,350.96,350.79,68885,24180882.0,348.994
745,2023-11-01 03:24:00,0.0,350.64,350.95,350.62,134792,47261803.0,349.0
746,2023-11-01 03:25:00,0.0,350.65,350.73,350.58,110541,38745297.0,349.004
747,2023-11-01 03:26:00,0.0,350.68,350.73,350.59,162402,56802450.0,349.007
748,2023-11-01 03:27:00,0.0,350.83,350.89,350.68,139435,48833630.0,349.012
749,2023-11-01 03:28:00,0.0,350.79,350.88,350.76,78674,27602520.0,349.015
750,2023-11-01 03:29:00,0.0,350.82,350.83,350.71,34515,12122916.0,349.017
751,2023-11-01 03:30:00,0.0,350.84,350.88,350.77,36808,12892909.0,349.018
752,2023-11-01 03:31:00,0.0,350.61,350.85,350.61,80518,28209009.0,349.021
753,2023-11-01 03:32:00,0.0,350.73,350.82,350.58,127006,44625328.0,349.029
754,2023-11-01 03:33:00,0.0,350.69,350.74,350.61,148845,52096902.0,349.032
755,2023-11-01 03:34:00,0.0,350.77,350.81,350.7,69921,24551043.0,349.036
756,2023-11-01 03:35:00,0.0,350.74,350.78,350.72,106177,37208348.0,349.04
757,2023-11-01 03:36:00,0.0,350.72,350.81,350.71,70524,24745746.0,349.043
758,2023-11-01 03:37:00,0.0,350.77,350.85,350.71,97076,34053917.0,349.047
759,2023-11-01 03:38:00,0.0,350.68,350.83,350.66,144532,50675242.0,349.053
760,2023-11-01 03:39:00,0.0,350.63,350.76,350.58,146647,51428552.0,349.059
761,2023-11-01 03:40:00,0.0,350.54,350.63,350.52,102749,36034410.0,349.063
762,2023-11-01 03:41:00,0.0,350.48,350.63,350.42,181682,63649473.0,349.068
763,2023-11-01 03:42:00,0.0,350.59,350.59,350.43,91273,31998643.0,349.072
764,2023-11-01 03:43:00,0.0,350.73,350.78,350.54,112879,39574159.0,349.076
765,2023-11-01 03:44:00,0.0,350.56,350.77,350.53,53349,18719993.0,349.078
766,2023-11-01 03:45:00,0.0,350.78,350.79,350.56,96587,33855146.0,349.082
767,2023-11-01 03:46:00,0.0,350.65,350.79,350.59,109796,38484644.0,349.085
768,2023-11-01 03:47:00,0.0,350.65,350.73,350.58,134462,47066977.0,349.088
769,2023-11-01 03:48:00,0.0,350.69,350.7,350.56,124668,43679829.0,349.092
770,2023-11-01 03:49:00,0.0,350.7,350.78,350.68,108424,37940071.0,349.094
771,2023-11-01 03:50:00,0.0,350.72,350.76,350.65,153896,53874209.0,349.098
772,2023-11-01 03:51:00,0.0,350.87,350.91,350.71,272795,95678465.0,349.109
773,2023-11-01 03:52:00,0.0,350.78,350.87,350.76,243819,85483783.0,349.117
774,2023-11-01 03:53:00,0.0,350.65,350.81,350.54,188949,66268645.0,349.124
775,2023-11-01 03:54:00,0.0,350.68,350.7,350.5,176905,62042504.0,349.131
776,2023-11-01 03:55:00,0.0,350.84,350.86,350.48,337273,118207041.0,349.141
777,2023-11-01 03:56:00,0.0,351.07,351.08,350.75,431244,150991682.0,349.151
778,2023-11-01 03:57:00,0.0,351.15,351.17,351.02,493240,172892110.0,349.167
779,2023-11-01 03:58:00,0.0,351.02,351.15,351.0,160654,56347643.0,349.172
780,2023-11-01 03:59:00,0.0,351.08,351.1,350.93,350391,123033138.0,349.188
781,2023-11-01 04:00:00,0.0,350.87,351.15,350.85,3129601,1097727216.0,349.291
782,2023-11-01 21:30:00,0.0,351.73,351.73,351.73,1505582,529558352.0,351.73
783,2023-11-01 21:31:00,0.0,351.92,352.17,351.68,550618,193875957.0,351.831
784,2023-11-01 21:32:00,0.0,351.72,352.04,351.62,166530,58576221.0,351.824
785,2023-11-01 21:33:00,0.0,352.26,352.36,351.71,253159,89233177.0,351.891
786,2023-11-01 21:34:00,0.0,352.09,352.33,351.97,153542,54125571.0,351.928
787,2023-11-01 21:35:00,0.0,352.19,352.31,352.04,149624,52747020.0,351.96
788,2023-11-01 21:36:00,0.0,352.18,352.24,351.97,140497,49478522.0,351.97
789,2023-11-01 21:37:00,0.0,352.01,352.31,351.99,130994,46142178.0,351.982
790,2023-11-01 21:38:00,0.0,351.97,352.38,351.94,130897,46125381.0,351.998
791,2023-11-01 21:39:00,0.0,352.08,352.36,351.97,195197,68752925.0,352.011
792,2023-11-01 21:40:00,0.0,352.31,352.42,352.02,105319,37115092.0,352.023
793,2023-11-01 21:41:00,0.0,352.34,352.37,352.05,161915,57047948.0,352.037
794,2023-11-01 21:42:00,0.0,352.39,352.46,352.22,108722,38328495.0,352.051
795,2023-11-01 21:43:00,0.0,352.66,352.71,352.23,220835,77930272.0,352.098
796,2023-11-01 21:44:00,0.0,352.81,352.89,352.61,254645,89979868.0,352.174
797,2023-11-01 21:45:00,0.0,352.77,352.89,352.7,185878,65625082.0,352.211
798,2023-11-01 21:46:00,0.0,352.51,352.88,352.5,159281,56218715.0,352.237
799,2023-11-01 21:47:00,0.0,353.0,353.02,352.38,266677,94068858.0,352.265
800,2023-11-01 21:48:00,0.0,352.83,353.17,352.68,233271,82413632.0,352.312
801,2023-11-01 21:49:00,0.0,353.1,353.13,352.83,144192,50937686.0,352.338
802,2023-11-01 21:50:00,0.0,353.06,353.15,352.84,123670,43680381.0,352.358
803,2023-11-01 21:51:00,0.0,352.96,353.18,352.87,119660,42269111.0,352.378
804,2023-11-01 21:52:00,0.0,353.03,353.06,352.9,95118,33588200.0,352.39
805,2023-11-01 21:53:00,0.0,352.91,353.2,352.85,174796,61723188.0,352.413
806,2023-11-01 21:54:00,0.0,352.98,353.03,352.81,90829,32068693.0,352.423
807,2023-11-01 21:55:00,0.0,352.98,353.16,352.91,96726,34179006.0,352.438
808,2023-11-01 21:56:00,0.0,352.85,353.03,352.79,123473,43592085.0,352.451
809,2023-11-01 21:57:00,0.0,352.55,352.85,352.47,240592,84844726.0,352.458
810,2023-11-01 21:58:00,0.0,352.59,352.72,352.49,96713,34108902.0,352.462
811,2023-11-01 21:59:00,0.0,352.32,352.69,352.32,130700,46078317.0,352.463
812,2023-11-01 22:00:00,0.0,352.38,352.58,352.3,115518,40716080.0,352.463
813,2023-11-01 22:01:00,0.0,352.57,353.21,352.37,392116,138335284.0,352.482
814,2023-11-01 22:02:00,0.0,352.91,352.99,352.54,152285,53736587.0,352.49
815,2023-11-01 22:03:00,0.0,352.74,353.1,352.74,158643,56001464.0,352.501
816,2023-11-01 22:04:00,0.0,352.67,353.06,352.62,114296,40342775.0,352.508
817,2023-11-01 22:05:00,0.0,352.71,352.85,352.61,108918,38426498.0,352.512
818,2023-11-01 22:06:00,0.0,352.23,352.9,352.2,196927,69414557.0,352.512
819,2023-11-01 22:07:00,0.0,352.52,352.55,352.02,225154,79296386.0,352.503
820,2023-11-01 22:08:00,0.0,352.24,352.58,352.18,115578,40725815.0,352.501
821,2023-11-01 22:09:00,0.0,352.22,352.29,352.06,145443,51223176.0,352.495
822,2023-11-01 22:10:00,0.0,352.29,352.44,352.19,83687,29479081.0,352.493
823,2023-11-01 22:11:00,0.0,352.18,352.31,351.95,96309,33904766.0,352.488
824,2023-11-01 22:12:00,0.0,352.25,352.42,352.03,236500,83277126.0,352.478
825,2023-11-01 22:13:00,0.0,352.32,352.49,352.18,116105,40902701.0,352.475
826,2023-11-01 22:14:00,0.0,352.78,352.79,352.29,136717,48201497.0,352.477
827,2023-11-01 22:15:00,0.0,352.66,352.9,352.62,293552,103504696.0,352.48
828,2023-11-01 22:16:00,0.0,353.01,353.02,352.69,167794,59215641.0,352.488
829,2023-11-01 22:17:00,0.0,352.89,353.01,352.71,93221,32902878.0,352.493
830,2023-11-01 22:18:00,0.0,352.96,353.14,352.86,100692,35547934.0,352.498
831,2023-11-01 22:19:00,0.0,352.95,352.98,352.78,84194,29715567.0,352.502
832,2023-11-01 22:20:00,0.0,353.05,353.2,352.88,174446,61604577.0,352.514
833,2023-11-01 22:21:00,0.0,353.44,353.48,353.01,228097,80597635.0,352.532
834,2023-11-01 22:22:00,0.0,353.5,353.59,353.36,210494,74425790.0,352.554
835,2023-11-01 22:23:00,0.0,353.88,353.88,353.51,250819,88726510.0,352.582
836,2023-11-01 22:24:00,0.0,354.24,354.3,353.84,423135,149983314.0,352.655
837,2023-11-01 22:25:00,0.0,354.39,354.46,354.19,435829,154491770.0,352.725
838,2023-11-01 22:26:00,0.0,354.53,354.56,354.3,243754,86462630.0,352.767
839,2023-11-01 22:27:00,0.0,354.5,354.58,354.41,319664,113568577.0,352.834
840,2023-11-01 22:28:00,0.0,354.47,354.54,354.39,189084,67047152.0,352.861
841,2023-11-01 22:29:00,0.0,354.32,354.49,354.25,136711,48472957.0,352.88
842,2023-11-01 22:30:00,0.0,354.4,354.5,354.31,74070,26269391.0,352.891
843,2023-11-01 22:31:00,0.0,354.41,354.61,354.33,117028,41483078.0,352.906
844,2023-11-01 22:32:00,0.0,354.27,354.43,354.17,148889,52734220.0,352.921
845,2023-11-01 22:33:00,0.0,354.33,354.38,354.19,168935,59830628.0,352.937
846,2023-11-01 22:34:00,0.0,354.31,354.49,354.31,113465,40178222.0,352.948
847,2023-11-01 22:35:00,0.0,354.32,354.49,354.3,42049,14908518.0,352.953
848,2023-11-01 22:36:00,0.0,354.22,354.38,354.15,100680,35678364.0,352.964
849,2023-11-01 22:37:00,0.0,354.46,354.51,354.23,91977,32617407.0,352.975
850,2023-11-01 22:38:00,0.0,354.58,354.58,354.38,80983,28724171.0,352.986
851,2023-11-01 22:39:00,0.0,354.35,354.67,354.27,129257,45840956.0,353.002
852,2023-11-01 22:40:00,0.0,354.53,354.54,354.27,117992,41855604.0,353.017
853,2023-11-01 22:41:00,0.0,354.4,354.6,354.37,85300,30275269.0,353.029
854,2023-11-01 22:42:00,0.0,354.44,354.52,354.38,93268,33040753.0,353.038
855,2023-11-01 22:43:00,0.0,354.43,354.53,354.39,75336,26676391.0,353.044
856,2023-11-01 22:44:00,0.0,354.54,354.58,354.43,52236,18545224.0,353.051
857,2023-11-01 22:45:00,0.0,354.65,354.73,354.51,119063,42212232.0,353.064
858,2023-11-01 22:46:00,0.0,354.75,354.82,354.64,235892,83640884.0,353.089
859,2023-11-01 22:47:00,0.0,354.68,354.81,354.65,118168,41975377.0,353.107
860,2023-11-01 22:48:00,0.0,354.27,354.67,354.24,209393,74303933.0,353.132
861,2023-11-01 22:49:00,0.0,354.23,354.36,354.19,80761,28649566.0,353.141
862,2023-11-01 22:50:00,0.0,354.2,354.24,354.07,68943,24437379.0,353.147
863,2023-11-01 22:51:00,0.0,354.12,354.21,354.0,107310,38010329.0,353.155
864,2023-11-01 22:52:00,0.0,354.16,354.34,354.11,119398,42284714.0,353.163
865,2023-11-01 22:53:00,0.0,354.21,354.29,354.11,129608,45942077.0,353.175
866,2023-11-01 22:54:00,0.0,354.28,354.28,354.11,177513,63000651.0,353.195
867,2023-11-01 22:55:00,0.0,354.07,354.31,354.04,175448,62145193.0,353.207
868,2023-11-01 22:56:00,0.0,354.23,354.29,354.07,111594,39523744.0,353.214
869,2023-11-01 22:57:00,0.0,354.26,354.34,354.23,119306,42227009.0,353.219
870,2023-11-01 22:58:00,0.0,354.1,354.24,354.1,115279,40840732.0,353.227
871,2023-11-01 22:59:00,0.0,354.15,354.18,354.04,260978,92252997.0,353.231
872,2023-11-01 23:00:00,0.0,354.22,354.22,353.99,88383,31297004.0,353.236
873,2023-11-01 23:01:00,0.0,354.1,354.24,354.05,53094,18814664.0,353.24
874,2023-11-01 23:02:00,0.0,354.27,354.27,354.1,70833,25090024.0,353.244
875,2023-11-01 23:03:00,0.0,354.37,354.41,354.25,94725,33568695.0,353.251
876,2023-11-01 23:04:00,0.0,354.5,354.51,354.36,131034,46435515.0,353.26
877,2023-11-01 23:05:00,0.0,354.56,354.64,354.48,110230,39126373.0,353.271
878,2023-11-01 23:06:00,0.0,354.55,354.65,354.42,103547,36754145.0,353.282
879,2023-11-01 23:07:00,0.0,354.54,354.59,354.49,32954,11676169.0,353.284
880,2023-11-01 23:08:00,0.0,354.4,354.54,354.4,41692,14788075.0,353.287
881,2023-11-01 23:09:00,0.0,354.56,354.57,354.34,355457,125676080.0,353.293
882,2023-11-01 23:10:00,0.0,354.6,354.6,354.49,46880,16625863.0,353.297
883,2023-11-01 23:11:00,0.0,354.38,354.66,354.37,120826,42824438.0,353.305
884,2023-11-01 23:12:00,0.0,354.07,354.45,354.07,61779,21900102.0,353.309
885,2023-11-01 23:13:00,0.0,353.67,354.11,353.65,188518,66700172.0,353.314
886,2023-11-01 23:14:00,0.0,353.73,353.82,353.6,199622,70601408.0,353.319
887,2023-11-01 23:15:00,0.0,353.89,353.91,353.7,91516,32392024.0,353.322
888,2023-11-01 23:16:00,0.0,353.71,353.92,353.65,65168,23059154.0,353.324
889,2023-11-01 23:17:00,0.0,353.65,353.8,353.6,75693,26774370.0,353.325
890,2023-11-01 23:18:00,0.0,353.65,353.77,353.56,47964,16958598.0,353.326
891,2023-11-01 23:19:00,0.0,353.6,353.67,353.58,44031,15574425.0,353.327
892,2023-11-01 23:20:00,0.0,353.59,353.69,353.58,68178,24106447.0,353.328
893,2023-11-01 23:21:00,0.0,353.32,353.64,353.28,116754,41265394.0,353.329
894,2023-11-01 23:22:00,0.0,353.3,353.4,353.24,215058,75984048.0,353.329
895,2023-11-01 23:23:00,0.0,353.27,353.36,353.23,44029,15554206.0,353.328
896,2023-11-01 23:24:00,0.0,353.36,353.37,353.23,89326,31562139.0,353.328
897,2023-11-01 23:25:00,0.0,353.57,353.57,353.31,72294,25551064.0,353.329
898,2023-11-01 23:26:00,0.0,353.48,353.63,353.46,83831,29635428.0,353.33
899,2023-11-01 23:27:00,0.0,353.51,353.56,353.48,46272,16361104.0,353.33
900,2023-11-01 23:28:00,0.0,353.44,353.54,353.4,56177,19861040.0,353.331
901,2023-11-01 23:29:00,0.0,353.31,353.47,353.29,45675,16142067.0,353.331
902,2023-11-01 23:30:00,0.0,353.42,353.42,353.26,28845,10191847.0,353.331
903,2023-11-01 23:31:00,0.0,353.42,353.44,353.29,31890,11269115.0,353.331
904,2023-11-01 23:32:00,0.0,353.5,353.59,353.42,65175,23044149.0,353.332
905,2023-11-01 23:33:00,0.0,353.37,353.5,353.24,55108,19472105.0,353.332
906,2023-11-01 23:34:00,0.0,353.13,353.4,353.08,91489,32313670.0,353.331
907,2023-11-01 23:35:00,0.0,353.25,353.27,353.09,55685,19663783.0,353.331
908,2023-11-01 23:36:00,0.0,353.39,353.41,353.2,46202,16323508.0,353.331
909,2023-11-01 23:37:00,0.0,353.38,353.43,353.33,43736,15454390.0,353.331
910,2023-11-01 23:38:00,0.0,353.38,353.45,353.33,46654,16488449.0,353.331
911,2023-11-01 23:39:00,0.0,353.39,353.5,353.37,73313,25911138.0,353.331
912,2023-11-01 23:40:00,0.0,353.32,353.46,353.28,50485,17838334.0,353.331
913,2023-11-01 23:41:00,0.0,353.49,353.5,353.29,45238,15987229.0,353.332
914,2023-11-01 23:42:00,0.0,353.46,353.49,353.36,39707,14033869.0,353.332
915,2023-11-01 23:43:00,0.0,353.38,353.46,353.31,52030,18385547.0,353.332
916,2023-11-01 23:44:00,0.0,353.53,353.57,353.36,84940,30024812.0,353.333
917,2023-11-01 23:45:00,0.0,353.61,353.64,353.51,45853,16215581.0,353.333
918,2023-11-01 23:46:00,0.0,353.71,353.74,353.57,82841,29299188.0,353.335
919,2023-11-01 23:47:00,0.0,353.77,353.84,353.67,102345,36220721.0,353.338
920,2023-11-01 23:48:00,0.0,353.77,353.82,353.67,140000,49492289.0,353.339
921,2023-11-01 23:49:00,0.0,353.61,353.79,353.58,36991,13085431.0,353.34
922,2023-11-01 23:50:00,0.0,353.59,353.65,353.5,50610,17898157.0,353.341
923,2023-11-01 23:51:00,0.0,353.48,353.7,353.48,40101,14180377.0,353.341
924,2023-11-01 23:52:00,0.0,353.58,353.59,353.42,44559,15753090.0,353.342
925,2023-11-01 23:53:00,0.0,353.68,353.69,353.48,37102,13118561.0,353.342
926,2023-11-01 23:54:00,0.0,353.81,353.86,353.65,69590,24618633.0,353.343
927,2023-11-01 23:55:00,0.0,353.89,353.93,353.82,91925,32531766.0,353.346
928,2023-11-01 23:56:00,0.0,353.93,353.98,353.85,44580,15776060.0,353.347
929,2023-11-01 23:57:00,0.0,354.05,354.05,353.91,43605,15443212.0,353.349
930,2023-11-01 23:58:00,0.0,354.06,354.11,354.02,53678,19021260.0,353.351
931,2023-11-01 23:59:00,0.0,353.96,354.06,353.88,99531,35225620.0,353.354
932,2023-11-02 00:00:00,0.0,353.89,354.03,353.88,51305,18166668.0,353.356
933,2023-11-02 00:01:00,0.0,353.83,353.92,353.81,161766,57189938.0,353.357
934,2023-11-02 00:02:00,0.0,353.71,353.85,353.58,76930,27212755.0,353.359
935,2023-11-02 00:03:00,0.0,353.71,353.81,353.65,51136,18086444.0,353.36
936,2023-11-02 00:04:00,0.0,353.81,353.83,353.63,44737,15828499.0,353.361
937,2023-11-02 00:05:00,0.0,353.72,353.84,353.71,36535,12935445.0,353.362
938,2023-11-02 00:06:00,0.0,353.65,353.76,353.62,51270,18137384.0,353.363
939,2023-11-02 00:07:00,0.0,353.89,353.91,353.65,56411,19957416.0,353.364
940,2023-11-02 00:08:00,0.0,353.8,353.91,353.66,180234,63744126.0,353.367
941,2023-11-02 00:09:00,0.0,353.62,353.94,353.56,106072,37516627.0,353.368
942,2023-11-02 00:10:00,0.0,353.77,353.8,353.61,562621,198829722.0,353.369
943,2023-11-02 00:11:00,0.0,354.0,354.02,353.78,50031,17715981.0,353.371
944,2023-11-02 00:12:00,0.0,353.6,354.01,353.57,86981,30778967.0,353.373
945,2023-11-02 00:13:00,0.0,353.73,353.78,353.59,64102,22678105.0,353.374
946,2023-11-02 00:14:00,0.0,353.69,353.77,353.66,222688,78700181.0,353.374
947,2023-11-02 00:15:00,0.0,353.59,353.72,353.59,43925,15536362.0,353.375
948,2023-11-02 00:16:00,0.0,353.5,353.64,353.39,66919,23658606.0,353.375
949,2023-11-02 00:17:00,0.0,353.39,353.58,353.39,71126,25142735.0,353.376
950,2023-11-02 00:18:00,0.0,353.4,353.42,353.32,44440,15704223.0,353.376
951,2023-11-02 00:19:00,0.0,353.26,353.43,353.25,51223,18097844.0,353.375
952,2023-11-02 00:20:00,0.0,353.48,353.48,353.23,70833,25030393.0,353.375
953,2023-11-02 00:21:00,0.0,353.5,353.5,353.37,71588,25303167.0,353.376
954,2023-11-02 00:22:00,0.0,353.68,353.71,353.49,62900,22246684.0,353.377
955,2023-11-02 00:23:00,0.0,353.49,353.68,353.49,36783,13009551.0,353.377
956,2023-11-02 00:24:00,0.0,353.43,353.54,353.36,36374,12857127.0,353.377
957,2023-11-02 00:25:00,0.0,353.48,353.5,353.42,20655,7301606.0,353.377
958,2023-11-02 00:26:00,0.0,353.37,353.52,353.34,31466,11120304.0,353.377
959,2023-11-02 00:27:00,0.0,353.39,353.4,353.29,34598,12223851.0,353.377
960,2023-11-02 00:28:00,0.0,353.53,353.55,353.34,31700,11205893.0,353.377
961,2023-11-02 00:29:00,0.0,353.55,353.57,353.45,22519,7961120.0,353.378
962,2023-11-02 00:30:00,0.0,353.55,353.58,353.48,22106,7815239.0,353.378
963,2023-11-02 00:31:00,0.0,353.66,353.68,353.52,37607,13297578.0,353.378
964,2023-11-02 00:32:00,0.0,353.66,353.68,353.53,40496,14321473.0,353.379
965,2023-11-02 00:33:00,0.0,353.79,353.81,353.66,73121,25880506.0,353.38
966,2023-11-02 00:34:00,0.0,353.9,353.92,353.78,66229,23451597.0,353.382
967,2023-11-02 00:35:00,0.0,353.68,353.94,353.64,55137,19511975.0,353.384
968,2023-11-02 00:36:00,0.0,353.47,353.74,353.44,48815,17262265.0,353.384
969,2023-11-02 00:37:00,0.0,353.53,353.55,353.36,53364,18863061.0,353.384
970,2023-11-02 00:38:00,0.0,353.43,353.53,353.32,37041,13090507.0,353.384
971,2023-11-02 00:39:00,0.0,353.21,353.48,353.21,76092,26885769.0,353.384
972,2023-11-02 00:40:00,0.0,353.22,353.32,353.16,54556,19269420.0,353.384
973,2023-11-02 00:41:00,0.0,352.93,353.22,352.85,136038,48008849.0,353.381
974,2023-11-02 00:42:00,0.0,352.78,352.92,352.73,83773,29560810.0,353.379
975,2023-11-02 00:43:00,0.0,352.96,352.97,352.73,45771,16141977.0,353.378
976,2023-11-02 00:44:00,0.0,352.88,352.96,352.75,78106,27533008.0,353.375
977,2023-11-02 00:45:00,0.0,353.04,353.05,352.86,94164,33237178.0,353.373
978,2023-11-02 00:46:00,0.0,353.15,353.17,353.02,96345,34022840.0,353.372
979,2023-11-02 00:47:00,0.0,352.99,353.15,352.94,44993,15875477.0,353.371
980,2023-11-02 00:48:00,0.0,353.18,353.18,352.92,53631,18927849.0,353.371
981,2023-11-02 00:49:00,0.0,353.15,353.23,353.1,24637,8698976.0,353.37
982,2023-11-02 00:50:00,0.0,353.16,353.26,353.13,44513,15721291.0,353.37
983,2023-11-02 00:51:00,0.0,353.13,353.29,353.09,45618,16109676.0,353.369
984,2023-11-02 00:52:00,0.0,353.22,353.23,353.05,74717,26380089.0,353.369
985,2023-11-02 00:53:00,0.0,353.26,353.27,353.12,51337,18127477.0,353.368
986,2023-11-02 00:54:00,0.0,353.34,353.4,353.21,346981,122609743.0,353.368
987,2023-11-02 00:55:00,0.0,353.29,353.36,353.23,79688,28156507.0,353.368
988,2023-11-02 00:56:00,0.0,353.28,353.33,353.19,24746,8740485.0,353.368
989,2023-11-02 00:57:00,0.0,353.47,353.48,353.28,42679,15084217.0,353.368
990,2023-11-02 00:58:00,0.0,353.39,353.47,353.36,46966,16600684.0,353.368
991,2023-11-02 00:59:00,0.0,353.39,353.49,353.36,81141,28680648.0,353.368
992,2023-11-02 01:00:00,0.0,353.31,353.41,353.24,95861,33870779.0,353.368
993,2023-11-02 01:01:00,0.0,353.26,353.39,353.22,42694,15083560.0,353.368
994,2023-11-02 01:02:00,0.0,353.27,353.27,353.12,29510,10421403.0,353.368
995,2023-11-02 01:03:00,0.0,353.2,353.33,353.2,32598,11514702.0,353.368
996,2023-11-02 01:04:00,0.0,353.05,353.24,353.03,89296,31521706.0,353.366
997,2023-11-02 01:05:00,0.0,353.08,353.1,353.02,35469,12519836.0,353.366
998,2023-11-02 01:06:00,0.0,353.17,353.19,353.04,33620,11872077.0,353.365
999,2023-11-02 01:07:00,0.0,353.28,353.29,353.09,27413,9682073.0,353.365
1000,2023-11-02 01:08:00,0.0,353.52,353.55,353.28,81285,28729733.0,353.365
1001,2023-11-02 01:09:00,0.0,353.46,353.52,353.43,42417,14995234.0,353.366
1002,2023-11-02 01:10:00,0.0,353.5,353.53,353.38,43541,15389943.0,353.366
1003,2023-11-02 01:11:00,0.0,353.71,353.73,353.5,100902,35686558.0,353.367
1004,2023-11-02 01:12:00,0.0,353.74,353.77,353.65,53010,18750367.0,353.368
1005,2023-11-02 01:13:00,0.0,353.99,354.0,353.75,99355,35165065.0,353.37
1006,2023-11-02 01:14:00,0.0,353.91,354.04,353.89,77390,27395369.0,353.372
1007,2023-11-02 01:15:00,0.0,353.89,353.93,353.84,50873,18001707.0,353.373
1008,2023-11-02 01:16:00,0.0,353.77,354.02,353.77,53983,19118217.0,353.374
1009,2023-11-02 01:17:00,0.0,353.76,353.77,353.67,57989,20513471.0,353.375
1010,2023-11-02 01:18:00,0.0,353.72,353.77,353.66,46251,16359013.0,353.376
1011,2023-11-02 01:19:00,0.0,353.91,353.91,353.7,58361,20651985.0,353.377
1012,2023-11-02 01:20:00,0.0,353.83,353.91,353.74,34410,12176396.0,353.378
1013,2023-11-02 01:21:00,0.0,353.78,353.85,353.73,86179,30495314.0,353.379
1014,2023-11-02 01:22:00,0.0,353.78,353.85,353.71,50361,17814498.0,353.38
1015,2023-11-02 01:23:00,0.0,353.7,353.79,353.67,77959,27569185.0,353.381
1016,2023-11-02 01:24:00,0.0,353.64,353.77,353.59,146602,51846316.0,353.382
1017,2023-11-02 01:25:00,0.0,353.51,353.62,353.43,54273,19188181.0,353.382
1018,2023-11-02 01:26:00,0.0,353.45,353.53,353.43,63878,22580459.0,353.383
1019,2023-11-02 01:27:00,0.0,353.43,353.53,353.37,58531,20686579.0,353.383
1020,2023-11-02 01:28:00,0.0,353.58,353.6,353.4,65102,23016082.0,353.383
1021,2023-11-02 01:29:00,0.0,353.67,353.74,353.53,96900,34273231.0,353.384
1022,2023-11-02 01:30:00,0.0,353.58,353.68,353.53,46503,16446812.0,353.385
1023,2023-11-02 01:31:00,0.0,353.61,353.63,353.47,61548,21757573.0,353.385
1024,2023-11-02 01:32:00,0.0,353.52,353.62,353.46,32552,11508141.0,353.385
1025,2023-11-02 01:33:00,0.0,353.27,353.52,353.26,46432,16407686.0,353.385
1026,2023-11-02 01:34:00,0.0,353.25,353.29,353.18,54587,19281424.0,353.385
1027,2023-11-02 01:35:00,0.0,353.22,353.29,353.17,33091,11687465.0,353.385
1028,2023-11-02 01:36:00,0.0,353.23,353.32,353.19,45818,16185459.0,353.384
1029,2023-11-02 01:37:00,0.0,353.36,353.4,353.24,43169,15253711.0,353.384
1030,2023-11-02 01:38:00,0.0,353.39,353.39,353.3,24018,8486133.0,353.384
1031,2023-11-02 01:39:00,0.0,353.42,353.46,353.33,31298,11060883.0,353.384
1032,2023-11-02 01:40:00,0.0,353.5,353.52,353.41,47508,16793220.0,353.384
1033,2023-11-02 01:41:00,0.0,353.55,353.57,353.37,46931,16590504.0,353.385
1034,2023-11-02 01:42:00,0.0,353.73,353.78,353.53,96280,34052071.0,353.386
1035,2023-11-02 01:43:00,0.0,353.82,353.82,353.68,38169,13507295.0,353.386
1036,2023-11-02 01:44:00,0.0,353.8,353.84,353.77,50326,17804099.0,353.387
1037,2023-11-02 01:45:00,0.0,353.79,353.86,353.79,32888,11632664.0,353.387
1038,2023-11-02 01:46:00,0.0,353.6,353.79,353.57,63080,22312756.0,353.388
1039,2023-11-02 01:47:00,0.0,353.37,353.61,353.35,117899,41675587.0,353.389
1040,2023-11-02 01:48:00,0.0,353.35,353.42,353.28,49679,17554528.0,353.389
1041,2023-11-02 01:49:00,0.0,353.51,353.51,353.31,91518,32341489.0,353.389
1042,2023-11-02 01:50:00,0.0,353.54,353.54,353.46,36214,12802325.0,353.389
1043,2023-11-02 01:51:00,0.0,353.66,353.67,353.54,74396,26306902.0,353.389
1044,2023-11-02 01:52:00,0.0,353.75,353.77,353.59,60634,21440799.0,353.39
1045,2023-11-02 01:53:00,0.0,353.77,353.87,353.71,53565,18953493.0,353.391
1046,2023-11-02 01:54:00,0.0,353.64,353.79,353.62,48512,17163543.0,353.391
1047,2023-11-02 01:55:00,0.0,353.61,353.72,353.59,45416,16068520.0,353.392
1048,2023-11-02 01:56:00,0.0,353.53,353.63,353.5,106263,37575950.0,353.393
1049,2023-11-02 01:57:00,0.0,353.65,353.65,353.52,30964,10950204.0,353.393
1050,2023-11-02 01:58:00,0.0,353.63,353.65,353.56,26895,9509424.0,353.393
1051,2023-11-02 01:59:00,0.0,353.86,353.87,353.61,76573,27092777.0,353.394
1052,2023-11-02 02:00:00,0.0,353.74,353.85,353.69,47803,16908437.0,353.395
1053,2023-11-02 02:01:00,0.0,354.39,354.59,353.74,318234,112805803.0,353.407
1054,2023-11-02 02:02:00,0.0,353.43,354.44,353.34,275092,97343942.0,353.411
1055,2023-11-02 02:03:00,0.0,353.99,354.09,353.36,212789,75318243.0,353.415
1056,2023-11-02 02:04:00,0.0,353.99,354.2,353.74,174691,61829708.0,353.418
1057,2023-11-02 02:05:00,0.0,353.77,354.01,353.59,141569,50085112.0,353.42
1058,2023-11-02 02:06:00,0.0,353.89,353.96,353.61,87372,30909089.0,353.421
